age,gender,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,depression_label,Screen_Sleep_Ratio,platform_usage_Instagram,platform_usage_TikTok,Age_Group_Late Teen
-0.9540987207341913,0.975304830396693,1.6578328019529454,0.6591770324823872,1.6188297640331655,0.03402616348899273,0.8342756727359149,-0.048482188649015184,-1.1873669281796289,-1.2723354351300666,-1.6133890005208396,0,0.8508569373741813,1.385535286160941,-0.7044567776811773,-1.118663099175042
1.5197959743415,-1.0253204627247283,-1.2996489061890784,1.075243889138229,1.6188297640331655,0.3982824591230753,-0.3685934743601522,-1.286325303091959,0.8801159939227476,-1.6221985245333848,1.5674436401555143,0,-1.3202040199841714,-0.7217427156047488,1.419533506784684,0.8939241856975975
0.5302380963112234,-1.0253204627247283,-1.5953970770032808,0.7978659847010008,-1.731435916058467,1.612470111236681,-1.7433010710413719,-1.286325303091959,-1.1873669281796289,-0.5726092563234305,-1.2599631515568004,0,-1.4939986518126351,1.385535286160941,-0.7044567776811773,0.8939241856975975
-0.4593197817190531,0.975304830396693,1.41137599294111,0.31245465193585237,-0.1958974793498019,0.849266444193843,-0.3685934743601522,1.1893609257939286,-1.5319474151966916,0.47698001188652356,1.214017791191475,0,0.8636630633635662,-0.7217427156047488,1.419533506784684,-1.118663099175042
-0.4593197817190531,-1.0253204627247283,0.08050922427719942,-1.0744348702502873,1.758424167370317,-1.0760882613005895,0.6624372231507623,1.1893609257939286,-0.8427864411625662,-0.2227461669201125,-1.2599631515568004,0,0.5673763508810021,-0.7217427156047488,-0.7044567776811773,-1.118663099175042
1.5197959743415,-1.0253204627247283,1.41137599294111,-1.4211572507968222,0.9208577473474087,-0.6251042762298219,-0.7122703735304572,-1.286325303091959,-0.8427864411625662,-0.2227461669201125,0.5071660932633962,0,2.457443652406077,-0.7217427156047488,-0.7044567776811773,0.8939241856975975
1.0250170353263617,-1.0253204627247283,-1.003900735374876,-0.03426772861068253,0.9208577473474087,-0.6251042762298219,-0.5404319239453048,-0.048482188649015184,-1.1873669281796289,-1.2723354351300666,-0.19968560466468235,0,-0.9197020342606577,1.385535286160941,-0.7044567776811773,0.8939241856975975
0.035459157296085175,0.975304830396693,-0.2645303083393701,-1.5598462030154363,-1.731435916058467,-1.0240516476385781,0.49059877356561,-0.048482188649015184,0.19095501988862215,1.5265692800964776,-0.19968560466468235,0,0.5495836762410571,-0.7217427156047488,-0.7044567776811773,0.8939241856975975
1.5197959743415,-1.0253204627247283,-0.6095698409559396,-1.0050903941409806,0.5020745373359549,-1.6484910115827183,-0.19675502477499981,-1.286325303091959,-1.5319474151966916,1.5265692800964776,1.214017791191475,0,-0.2151454797837826,-0.7217427156047488,1.419533506784684,0.8939241856975975
-0.4593197817190531,0.975304830396693,-1.2996489061890784,-1.0744348702502873,-0.33549188268695335,1.3522870429266227,0.14692187439530519,-1.286325303091959,-1.5319474151966916,-1.6221985245333848,-0.5531114536287216,0,-0.9272083188743847,-0.7217427156047488,1.419533506784684,-1.118663099175042
0.035459157296085175,0.975304830396693,1.312793269336376,-0.4503345852665248,1.6188297640331655,0.29420923179905184,0.3187603239804574,1.1893609257939286,-0.15362546712844063,0.8268431012898416,1.214017791191475,0,1.3054655781863105,-0.7217427156047488,-0.7044567776811773,0.8939241856975975
-1.4488776597493296,0.975304830396693,0.1790919478819336,-1.2131238224689014,1.0604521506845601,1.612470111236681,0.3187603239804574,-0.048482188649015184,-1.5319474151966916,1.5265692800964776,0.8605919422274356,0,0.7854312571067124,1.385535286160941,-0.7044567776811773,-1.118663099175042
0.035459157296085175,0.975304830396693,0.8198796513127053,0.5204880802637732,1.2000465540217116,-1.6831820873573928,1.1779525719062196,1.1893609257939286,-0.15362546712844063,0.47698001188652356,0.15374024429935695,0,0.3108652914884608,-0.7217427156047488,-0.7044567776811773,0.8939241856975975
0.5302380963112234,-1.0253204627247283,1.1156278221269076,-0.5196790613758315,-0.8938694960355587,0.5197012243344357,0.49059877356561,1.1893609257939286,-1.5319474151966916,1.5265692800964776,1.5674436401555143,0,1.1788824845591146,-0.7217427156047488,1.419533506784684,0.8939241856975975
